Parent Term	Parent Term Accession	Start Stage of Parent Term	End Stage of Parent Term	Child Term	Child term Accession	End Stage of Child Term	Start Stage of Child Term
shoulder mesenchyme	EMAPA:17423	TS20	TS28	shoulder joint primordium	EMAPA:17712	TS23	TS21
shoulder skin	EMAPA:18059	TS22	TS28	shoulder epidermis	EMAPA:18061	TS26	TS22
shoulder skin	EMAPA:18059	TS22	TS28	shoulder dermis	EMAPA:18060	TS26	TS22
sinus hair	EMAPA:26747	TS22	TS26	sinus hair arrector pili muscle	EMAPA:26779	TS26	TS22
sinus hair	EMAPA:26747	TS22	TS26	sinus hair bulb	EMAPA:26753	TS26	TS22
sinus hair	EMAPA:26747	TS22	TS26	sinus hair root sheath	EMAPA:26765	TS26	TS22
sinus venosus	EMAPA:16237	TS12	TS20	sinus venosus left horn	EMAPA:16238	TS20	TS12
sinus venosus	EMAPA:16237	TS12	TS20	sinus venosus right horn	EMAPA:16239	TS20	TS12
skeletal muscle	EMAPA:35988	TS20	TS28	skeletal muscle tissue	EMAPA:32716	TS28	TS20
skeletal musculature	EMAPA:35578	TS20	TS28	vertebral axis musculature	EMAPA:17743	TS28	TS21
skeletal musculature	EMAPA:35578	TS20	TS28	limb musculature	EMAPA:32700	TS28	TS21
skeletal musculature	EMAPA:35578	TS20	TS28	trunk musculature	EMAPA:35888	TS28	TS21
skeletal musculature	EMAPA:35578	TS20	TS28	skeletal muscle	EMAPA:35988	TS28	TS20
skeletal system	EMAPA:35773	TS15	TS28	skeleton	EMAPA:17213	TS28	TS15
skeletal system	EMAPA:35773	TS15	TS28	articular system	EMAPA:35150	TS28	TS21
skeleton	EMAPA:17213	TS15	TS28	bone	EMAPA:32782	TS28	TS20
skeleton	EMAPA:17213	TS15	TS28	long bone	EMAPA:35503	TS28	TS23
skeleton	EMAPA:17213	TS15	TS28	pectoral girdle and thoracic body wall skeleton	EMAPA:18025	TS28	TS21
skeleton	EMAPA:17213	TS15	TS28	tail skeleton	EMAPA:18042	TS28	TS19
skeleton	EMAPA:17213	TS15	TS28	cranium	EMAPA:17680	TS28	TS20
skeleton	EMAPA:17213	TS15	TS28	axial skeleton	EMAPA:17214	TS28	TS15
skeleton	EMAPA:17213	TS15	TS28	appendicular skeleton	EMAPA:32729	TS28	TS22
skeleton	EMAPA:17213	TS15	TS28	pelvic girdle skeleton	EMAPA:18028	TS28	TS21
skeleton	EMAPA:17213	TS15	TS28	jaw skeleton	EMAPA:35455	TS28	TS21
skin	EMAPA:17525	TS20	TS28	proctodeum	EMAPA:25038	TS21	TS19
skin	EMAPA:17525	TS20	TS28	sebaceous gland	EMAPA:35754	TS28	TS28
skin	EMAPA:17525	TS20	TS28	skin mucous gland	EMAPA:35775	TS28	TS28
skin	EMAPA:17525	TS20	TS28	limb skin	EMAPA:32726	TS28	TS22
skin	EMAPA:17525	TS20	TS28	sweat gland	EMAPA:35844	TS28	TS27
skin	EMAPA:17525	TS20	TS28	hair follicle	EMAPA:18771	TS28	TS22
skin	EMAPA:17525	TS20	TS28	sinus hair	EMAPA:26747	TS26	TS22
skin	EMAPA:17525	TS20	TS28	epicranial aponeurosis	EMAPA:19210	TS26	TS25
skin	EMAPA:17525	TS20	TS28	cervical sinus	EMAPA:16884	TS26	TS17
skin	EMAPA:17525	TS20	TS28	skin gland	EMAPA:35774	TS28	TS27
skin	EMAPA:17525	TS20	TS28	hair	EMAPA:18769	TS28	TS22
skin	EMAPA:17525	TS20	TS28	skin muscle	EMAPA:35776	TS28	TS28
skin	EMAPA:17525	TS20	TS28	epidermis	EMAPA:17528	TS28	TS20
skin	EMAPA:17525	TS20	TS28	brown fat	EMAPA:19209	TS28	TS23
skin	EMAPA:17525	TS20	TS28	vibrissa	EMAPA:17529	TS28	TS20
skin	EMAPA:17525	TS20	TS28	dermis	EMAPA:17527	TS28	TS20
small intestine	EMAPA:32834	TS24	TS28	small intestine peyer's patch	EMAPA:35782	TS28	TS28
small intestine	EMAPA:32834	TS24	TS28	small intestine wall	EMAPA:35785	TS28	TS24
small intestine	EMAPA:32834	TS24	TS28	small intestine villus	EMAPA:35784	TS28	TS27
small intestine	EMAPA:32834	TS24	TS28	small intestine crypt of lieberkuhn	EMAPA:35777	TS28	TS27
small intestine mucosa	EMAPA:35780	TS24	TS28	small intestine epithelium	EMAPA:35778	TS28	TS24
small intestine mucosa	EMAPA:35780	TS24	TS28	small intestine muscularis mucosa	EMAPA:35781	TS28	TS27
small intestine mucosa	EMAPA:35780	TS24	TS28	small intestine lamina propria	EMAPA:35779	TS28	TS27
small intestine wall	EMAPA:35785	TS24	TS28	small intestine smooth muscle	EMAPA:35783	TS28	TS28
small intestine wall	EMAPA:35785	TS24	TS28	small intestine mucosa	EMAPA:35780	TS28	TS24
soft palate	EMAPA:18949	TS24	TS28	soft palate mesenchyme	EMAPA:18951	TS26	TS24
soft palate	EMAPA:18949	TS24	TS28	soft palate epithelium	EMAPA:18950	TS26	TS24
somite	EMAPA:31169	TS12	TS22	dermomyotome	EMAPA:31109	TS22	TS14
somite	EMAPA:31169	TS12	TS22	sclerotome	EMAPA:31159	TS22	TS14
somite	EMAPA:31169	TS12	TS22	myocoele	EMAPA:31134	TS22	TS14
somite 05	EMAPA:16185	TS12	TS17	somite 05 sclerotome	EMAPA:16416	TS17	TS14
somite 05	EMAPA:16185	TS12	TS17	somite 05 dermomyotome	EMAPA:16414	TS17	TS14
somite 05	EMAPA:16185	TS12	TS17	somite 05 myocoele	EMAPA:16415	TS17	TS14
somite 06	EMAPA:16186	TS12	TS17	somite 06 dermomyotome	EMAPA:16417	TS17	TS14
somite 06	EMAPA:16186	TS12	TS17	somite 06 myocoele	EMAPA:16418	TS17	TS14
somite 06	EMAPA:16186	TS12	TS17	somite 06 sclerotome	EMAPA:16419	TS17	TS14
somite 07	EMAPA:16187	TS12	TS17	somite 07 dermomyotome	EMAPA:16420	TS17	TS14
somite 07	EMAPA:16187	TS12	TS17	somite 07 myocoele	EMAPA:16421	TS17	TS14
somite 07	EMAPA:16187	TS12	TS17	somite 07 sclerotome	EMAPA:16422	TS17	TS14
somite 08	EMAPA:16188	TS12	TS17	somite 08 dermomyotome	EMAPA:16423	TS17	TS14
somite 08	EMAPA:16188	TS12	TS17	somite 08 myocoele	EMAPA:16424	TS17	TS14
somite 08	EMAPA:16188	TS12	TS17	somite 08 sclerotome	EMAPA:16425	TS17	TS14
somite 09	EMAPA:16313	TS13	TS17	somite 09 dermomyotome	EMAPA:16426	TS17	TS14
somite 09	EMAPA:16313	TS13	TS17	somite 09 myocoele	EMAPA:16427	TS17	TS14
somite 09	EMAPA:16313	TS13	TS17	somite 09 sclerotome	EMAPA:16428	TS17	TS14
somite 10	EMAPA:16314	TS13	TS17	somite 10 sclerotome	EMAPA:16431	TS17	TS14
somite 10	EMAPA:16314	TS13	TS17	somite 10 dermomyotome	EMAPA:16429	TS17	TS14
somite 10	EMAPA:16314	TS13	TS17	somite 10 myocoele	EMAPA:16430	TS17	TS14
somite 11	EMAPA:16315	TS13	TS17	somite 11 dermomyotome	EMAPA:16432	TS17	TS14
somite 11	EMAPA:16315	TS13	TS17	somite 11 myocoele	EMAPA:16433	TS17	TS14
somite 11	EMAPA:16315	TS13	TS17	somite 11 sclerotome	EMAPA:16434	TS17	TS14
somite 12	EMAPA:16316	TS13	TS18	somite 12 dermomyotome	EMAPA:16435	TS18	TS14
somite 12	EMAPA:16316	TS13	TS18	somite 12 myocoele	EMAPA:16436	TS18	TS14
somite 12	EMAPA:16316	TS13	TS18	somite 12 sclerotome	EMAPA:16437	TS18	TS14
somite 13	EMAPA:16317	TS13	TS18	somite 13 myocoele	EMAPA:16439	TS18	TS14
somite 13	EMAPA:16317	TS13	TS18	somite 13 sclerotome	EMAPA:16440	TS18	TS14
somite 13	EMAPA:16317	TS13	TS18	somite 13 dermomyotome	EMAPA:16438	TS18	TS14
somite 14	EMAPA:16441	TS14	TS18	somite 14 myocoele	EMAPA:16443	TS18	TS14
somite 14	EMAPA:16441	TS14	TS18	somite 14 sclerotome	EMAPA:16444	TS18	TS14
somite 14	EMAPA:16441	TS14	TS18	somite 14 dermomyotome	EMAPA:16442	TS18	TS14
somite 15	EMAPA:16445	TS14	TS18	somite 15 dermomyotome	EMAPA:16446	TS18	TS14
somite 15	EMAPA:16445	TS14	TS18	somite 15 myocoele	EMAPA:16447	TS18	TS14
somite 15	EMAPA:16445	TS14	TS18	somite 15 sclerotome	EMAPA:16448	TS18	TS14
somite 16	EMAPA:16449	TS14	TS18	somite 16 sclerotome	EMAPA:16452	TS18	TS14
somite 16	EMAPA:16449	TS14	TS18	somite 16 dermomyotome	EMAPA:16450	TS18	TS14
somite 16	EMAPA:16449	TS14	TS18	somite 16 myocoele	EMAPA:16451	TS18	TS14
somite 17	EMAPA:16453	TS14	TS18	somite 17 dermomyotome	EMAPA:16454	TS18	TS14
somite 17	EMAPA:16453	TS14	TS18	somite 17 myocoele	EMAPA:16455	TS18	TS14
somite 17	EMAPA:16453	TS14	TS18	somite 17 sclerotome	EMAPA:16456	TS18	TS14
somite 18	EMAPA:16457	TS14	TS18	somite 18 dermomyotome	EMAPA:16458	TS18	TS14
somite 18	EMAPA:16457	TS14	TS18	somite 18 myocoele	EMAPA:16459	TS18	TS14
somite 18	EMAPA:16457	TS14	TS18	somite 18 sclerotome	EMAPA:16460	TS18	TS14
somite 19	EMAPA:16461	TS14	TS18	somite 19 myocoele	EMAPA:16463	TS18	TS14
somite 19	EMAPA:16461	TS14	TS18	somite 19 sclerotome	EMAPA:16464	TS18	TS14
somite 19	EMAPA:16461	TS14	TS18	somite 19 dermomyotome	EMAPA:16462	TS18	TS14
somite 20	EMAPA:16465	TS14	TS18	somite 20 dermomyotome	EMAPA:16466	TS18	TS14
somite 20	EMAPA:16465	TS14	TS18	somite 20 myocoele	EMAPA:16467	TS18	TS14
somite 20	EMAPA:16465	TS14	TS18	somite 20 sclerotome	EMAPA:16468	TS18	TS14
somite 21	EMAPA:16600	TS15	TS18	somite 21 myocoele	EMAPA:16602	TS18	TS15
somite 21	EMAPA:16600	TS15	TS18	somite 21 dermomyotome	EMAPA:16601	TS18	TS15
somite 21	EMAPA:16600	TS15	TS18	somite 21 sclerotome	EMAPA:16603	TS18	TS15
somite 22	EMAPA:16604	TS15	TS18	somite 22 myocoele	EMAPA:16606	TS18	TS15
somite 22	EMAPA:16604	TS15	TS18	somite 22 dermomyotome	EMAPA:16605	TS18	TS15
somite 22	EMAPA:16604	TS15	TS18	somite 22 sclerotome	EMAPA:16607	TS18	TS15
somite 23	EMAPA:16608	TS15	TS18	somite 23 myocoele	EMAPA:16610	TS18	TS15
somite 23	EMAPA:16608	TS15	TS18	somite 23 sclerotome	EMAPA:16611	TS18	TS15
somite 23	EMAPA:16608	TS15	TS18	somite 23 dermomyotome	EMAPA:16609	TS18	TS15
somite 24	EMAPA:16612	TS15	TS18	somite 24 myocoele	EMAPA:16614	TS18	TS15
somite 24	EMAPA:16612	TS15	TS18	somite 24 dermomyotome	EMAPA:16613	TS18	TS15
somite 24	EMAPA:16612	TS15	TS18	somite 24 sclerotome	EMAPA:16615	TS18	TS15
somite 25	EMAPA:16616	TS15	TS18	somite 25 myocoele	EMAPA:16618	TS18	TS15
somite 25	EMAPA:16616	TS15	TS18	somite 25 dermomyotome	EMAPA:16617	TS18	TS15
somite 25	EMAPA:16616	TS15	TS18	somite 25 sclerotome	EMAPA:16619	TS18	TS15
somite 26	EMAPA:16620	TS15	TS19	somite 26 myocoele	EMAPA:16622	TS19	TS15
somite 26	EMAPA:16620	TS15	TS19	somite 26 dermomyotome	EMAPA:16621	TS19	TS15
somite 26	EMAPA:16620	TS15	TS19	somite 26 sclerotome	EMAPA:16623	TS19	TS15
somite 27	EMAPA:16624	TS15	TS19	somite 27 myocoele	EMAPA:16626	TS19	TS15
somite 27	EMAPA:16624	TS15	TS19	somite 27 dermomyotome	EMAPA:16625	TS19	TS15
somite 27	EMAPA:16624	TS15	TS19	somite 27 sclerotome	EMAPA:16627	TS19	TS15
somite 28	EMAPA:16628	TS15	TS19	somite 28 dermomyotome	EMAPA:16629	TS19	TS15
somite 28	EMAPA:16628	TS15	TS19	somite 28 myocoele	EMAPA:16630	TS19	TS15
somite 28	EMAPA:16628	TS15	TS19	somite 28 sclerotome	EMAPA:16631	TS19	TS15
somite 29	EMAPA:16632	TS15	TS19	somite 29 dermomyotome	EMAPA:16633	TS19	TS15
somite 29	EMAPA:16632	TS15	TS19	somite 29 myocoele	EMAPA:16634	TS19	TS15
somite 29	EMAPA:16632	TS15	TS19	somite 29 sclerotome	EMAPA:16635	TS19	TS15
somite 30	EMAPA:16636	TS15	TS19	somite 30 dermomyotome	EMAPA:16637	TS19	TS15
somite 30	EMAPA:16636	TS15	TS19	somite 30 myocoele	EMAPA:16638	TS19	TS15
somite 30	EMAPA:16636	TS15	TS19	somite 30 sclerotome	EMAPA:16639	TS19	TS15
somite 31	EMAPA:16861	TS16	TS19	somite 31 dermomyotome	EMAPA:16862	TS19	TS16
somite 31	EMAPA:16861	TS16	TS19	somite 31 myocoele	EMAPA:16863	TS19	TS16
somite 31	EMAPA:16861	TS16	TS19	somite 31 sclerotome	EMAPA:16864	TS19	TS16
somite 32	EMAPA:16865	TS16	TS19	somite 32 myocoele	EMAPA:16867	TS19	TS16
somite 32	EMAPA:16865	TS16	TS19	somite 32 sclerotome	EMAPA:16868	TS19	TS16
somite 32	EMAPA:16865	TS16	TS19	somite 32 dermomyotome	EMAPA:16866	TS19	TS16
somite 33	EMAPA:16869	TS16	TS19	somite 33 dermomyotome	EMAPA:16870	TS19	TS16
somite 33	EMAPA:16869	TS16	TS19	somite 33 myocoele	EMAPA:16871	TS19	TS16
somite 33	EMAPA:16869	TS16	TS19	somite 33 sclerotome	EMAPA:16872	TS19	TS16
somite 34	EMAPA:16873	TS16	TS19	somite 34 myocoele	EMAPA:16875	TS19	TS16
somite 34	EMAPA:16873	TS16	TS19	somite 34 sclerotome	EMAPA:16876	TS19	TS16
somite 34	EMAPA:16873	TS16	TS19	somite 34 dermomyotome	EMAPA:16874	TS19	TS16
somite 35	EMAPA:16877	TS16	TS20	somite 35 myocoele	EMAPA:16879	TS20	TS16
somite 35	EMAPA:16877	TS16	TS20	somite 35 sclerotome	EMAPA:16880	TS20	TS16
somite 35	EMAPA:16877	TS16	TS20	somite 35 dermomyotome	EMAPA:16878	TS20	TS16
somite 36	EMAPA:17049	TS17	TS20	somite 36 dermomyotome	EMAPA:17050	TS20	TS17
somite 36	EMAPA:17049	TS17	TS20	somite 36 myocoele	EMAPA:17051	TS20	TS17
somite 36	EMAPA:17049	TS17	TS20	somite 36 sclerotome	EMAPA:17052	TS20	TS17
somite 37	EMAPA:17053	TS17	TS20	somite 37 dermomyotome	EMAPA:17054	TS20	TS17
somite 37	EMAPA:17053	TS17	TS20	somite 37 myocoele	EMAPA:17055	TS20	TS17
somite 37	EMAPA:17053	TS17	TS20	somite 37 sclerotome	EMAPA:17056	TS20	TS17
somite 38	EMAPA:17057	TS17	TS20	somite 38 sclerotome	EMAPA:17060	TS20	TS17
somite 38	EMAPA:17057	TS17	TS20	somite 38 dermomyotome	EMAPA:17058	TS20	TS17
somite 38	EMAPA:17057	TS17	TS20	somite 38 myocoele	EMAPA:17059	TS20	TS17
somite 39	EMAPA:17061	TS17	TS20	somite 39 sclerotome	EMAPA:17064	TS20	TS17
somite 39	EMAPA:17061	TS17	TS20	somite 39 dermomyotome	EMAPA:17062	TS20	TS17
somite 39	EMAPA:17061	TS17	TS20	somite 39 myocoele	EMAPA:17063	TS20	TS17
somite 40	EMAPA:17217	TS18	TS21	somite 40 myocoele	EMAPA:17219	TS21	TS18
somite 40	EMAPA:17217	TS18	TS21	somite 40 dermomyotome	EMAPA:17218	TS21	TS18
somite 40	EMAPA:17217	TS18	TS21	somite 40 sclerotome	EMAPA:17220	TS21	TS18
somite 41	EMAPA:17221	TS18	TS21	somite 41 dermomyotome	EMAPA:17222	TS21	TS18
somite 41	EMAPA:17221	TS18	TS21	somite 41 myocoele	EMAPA:17223	TS21	TS18
somite 41	EMAPA:17221	TS18	TS21	somite 41 sclerotome	EMAPA:17224	TS21	TS18
somite 42	EMAPA:17225	TS18	TS21	somite 42 dermomyotome	EMAPA:17226	TS21	TS18
somite 42	EMAPA:17225	TS18	TS21	somite 42 myocoele	EMAPA:17227	TS21	TS18
somite 42	EMAPA:17225	TS18	TS21	somite 42 sclerotome	EMAPA:17228	TS21	TS18
somite 43	EMAPA:17229	TS18	TS21	somite 43 dermomyotome	EMAPA:17230	TS21	TS18
somite 43	EMAPA:17229	TS18	TS21	somite 43 myocoele	EMAPA:17231	TS21	TS18
somite 43	EMAPA:17229	TS18	TS21	somite 43 sclerotome	EMAPA:17232	TS21	TS18
somite 44	EMAPA:17233	TS18	TS21	somite 44 dermomyotome	EMAPA:17234	TS21	TS18
somite 44	EMAPA:17233	TS18	TS21	somite 44 myocoele	EMAPA:17235	TS21	TS18
somite 44	EMAPA:17233	TS18	TS21	somite 44 sclerotome	EMAPA:17236	TS21	TS18
somite 45	EMAPA:17237	TS18	TS21	somite 45 myocoele	EMAPA:17239	TS21	TS18
somite 45	EMAPA:17237	TS18	TS21	somite 45 sclerotome	EMAPA:17240	TS21	TS18
somite 45	EMAPA:17237	TS18	TS21	somite 45 dermomyotome	EMAPA:17238	TS21	TS18
somite 46	EMAPA:17399	TS19	TS22	somite 46 dermomyotome	EMAPA:17400	TS22	TS19
somite 46	EMAPA:17399	TS19	TS22	somite 46 myocoele	EMAPA:17401	TS22	TS19
somite 46	EMAPA:17399	TS19	TS22	somite 46 sclerotome	EMAPA:17402	TS22	TS19
somite 47	EMAPA:17403	TS19	TS22	somite 47 sclerotome	EMAPA:17406	TS22	TS19
somite 47	EMAPA:17403	TS19	TS22	somite 47 dermomyotome	EMAPA:17404	TS22	TS19
somite 47	EMAPA:17403	TS19	TS22	somite 47 myocoele	EMAPA:17405	TS22	TS19
somite 48	EMAPA:17407	TS19	TS22	somite 48 dermomyotome	EMAPA:17408	TS22	TS19
somite 48	EMAPA:17407	TS19	TS22	somite 48 myocoele	EMAPA:17409	TS22	TS19
somite 48	EMAPA:17407	TS19	TS22	somite 48 sclerotome	EMAPA:17410	TS22	TS19
somite 49	EMAPA:17684	TS20	TS22	somite 49 dermomyotome	EMAPA:17685	TS22	TS20
somite 49	EMAPA:17684	TS20	TS22	somite 49 myocoele	EMAPA:17686	TS22	TS20
somite 49	EMAPA:17684	TS20	TS22	somite 49 sclerotome	EMAPA:17687	TS22	TS20
somite 50	EMAPA:17688	TS20	TS22	somite 50 dermomyotome	EMAPA:17689	TS22	TS20
somite 50	EMAPA:17688	TS20	TS22	somite 50 sclerotome	EMAPA:17691	TS22	TS20
somite 50	EMAPA:17688	TS20	TS22	somite 50 myocoele	EMAPA:17690	TS22	TS20
somite 51	EMAPA:17692	TS20	TS22	somite 51 sclerotome	EMAPA:17695	TS22	TS20
somite 51	EMAPA:17692	TS20	TS22	somite 51 dermomyotome	EMAPA:17693	TS22	TS20
somite 51	EMAPA:17692	TS20	TS22	somite 51 myocoele	EMAPA:17694	TS22	TS20
somite 52	EMAPA:17696	TS20	TS22	somite 52 sclerotome	EMAPA:17699	TS22	TS20
somite 52	EMAPA:17696	TS20	TS22	somite 52 dermomyotome	EMAPA:17697	TS22	TS20
somite 52	EMAPA:17696	TS20	TS22	somite 52 myocoele	EMAPA:17698	TS22	TS20
somite 53	EMAPA:18030	TS21	TS22	somite 53 myocoele	EMAPA:18032	TS22	TS21
somite 53	EMAPA:18030	TS21	TS22	somite 53 sclerotome	EMAPA:18033	TS22	TS21
somite 53	EMAPA:18030	TS21	TS22	somite 53 dermomyotome	EMAPA:18031	TS22	TS21
somite 54	EMAPA:18034	TS21	TS22	somite 54 dermomyotome	EMAPA:18035	TS22	TS21
somite 54	EMAPA:18034	TS21	TS22	somite 54 myocoele	EMAPA:18036	TS22	TS21
somite 54	EMAPA:18034	TS21	TS22	somite 54 sclerotome	EMAPA:18037	TS22	TS21
somite 55	EMAPA:18038	TS21	TS22	somite 55 dermomyotome	EMAPA:18039	TS22	TS21
somite 55	EMAPA:18038	TS21	TS22	somite 55 myocoele	EMAPA:18040	TS22	TS21
somite 55	EMAPA:18038	TS21	TS22	somite 55 sclerotome	EMAPA:18041	TS22	TS21
somite 56	EMAPA:18350	TS22	TS22	somite 56 dermomyotome	EMAPA:18351	TS22	TS22
somite 56	EMAPA:18350	TS22	TS22	somite 56 sclerotome	EMAPA:18353	TS22	TS22
somite 56	EMAPA:18350	TS22	TS22	somite 56 myocoele	EMAPA:18352	TS22	TS22
somite 57	EMAPA:18354	TS22	TS22	somite 57 myocoele	EMAPA:18356	TS22	TS22
somite 57	EMAPA:18354	TS22	TS22	somite 57 dermomyotome	EMAPA:18355	TS22	TS22
somite 57	EMAPA:18354	TS22	TS22	somite 57 sclerotome	EMAPA:18357	TS22	TS22
somite 58	EMAPA:18358	TS22	TS22	somite 58 sclerotome	EMAPA:18361	TS22	TS22
somite 58	EMAPA:18358	TS22	TS22	somite 58 myocoele	EMAPA:18360	TS22	TS22
somite 58	EMAPA:18358	TS22	TS22	somite 58 dermomyotome	EMAPA:18359	TS22	TS22
somite 59	EMAPA:18362	TS22	TS22	somite 59 dermomyotome	EMAPA:18363	TS22	TS22
somite 59	EMAPA:18362	TS22	TS22	somite 59 sclerotome	EMAPA:18365	TS22	TS22
somite 59	EMAPA:18362	TS22	TS22	somite 59 myocoele	EMAPA:18364	TS22	TS22
somite 60	EMAPA:18366	TS22	TS22	somite 60 sclerotome	EMAPA:18369	TS22	TS22
somite 60	EMAPA:18366	TS22	TS22	somite 60 myocoele	EMAPA:18368	TS22	TS22
somite 60	EMAPA:18366	TS22	TS22	somite 60 dermomyotome	EMAPA:18367	TS22	TS22
spermatocyte	EMAPA:31484	TS27	TS28	primary spermatocyte	EMAPA:35707	TS28	TS28
spermatocyte	EMAPA:31484	TS27	TS28	secondary spermatocyte	EMAPA:35757	TS28	TS28
sphenoid bone	EMAPA:18340	TS22	TS28	sphenoidal canal	EMAPA:19013	TS26	TS24
spinal artery	EMAPA:18241	TS22	TS28	anterior spinal artery	EMAPA:18242	TS26	TS22
spinal artery	EMAPA:18241	TS22	TS28	posterior spinal artery	EMAPA:18243	TS26	TS22
spinal component of peripheral nervous system	EMAPA:16666	TS15	TS28	spinal nerve plexus	EMAPA:16987	TS28	TS17
spinal component of peripheral nervous system	EMAPA:16666	TS15	TS28	spinal ganglion	EMAPA:16667	TS28	TS15
spinal component of peripheral nervous system	EMAPA:16666	TS15	TS28	spinal nerve	EMAPA:16989	TS28	TS17
spinal cord	EMAPA:17577	TS20	TS28	spinal cord ependymal layer	EMAPA:35791	TS28	TS28
spinal cord	EMAPA:17577	TS20	TS28	spinal cord floor plate	EMAPA:17578	TS26	TS20
spinal cord	EMAPA:17577	TS20	TS28	spinal cord grey matter	EMAPA:35792	TS28	TS27
spinal cord	EMAPA:17577	TS20	TS28	spinal cord roof plate	EMAPA:17586	TS26	TS20
spinal cord	EMAPA:17577	TS20	TS28	spinal cord lumen	EMAPA:25042	TS26	TS20
spinal cord	EMAPA:17577	TS20	TS28	spinal cord central canal	EMAPA:35789	TS28	TS28
spinal cord	EMAPA:17577	TS20	TS28	tail spinal cord	EMAPA:17700	TS26	TS20
spinal cord	EMAPA:17577	TS20	TS28	filum terminale	EMAPA:18220	TS26	TS22
spinal cord	EMAPA:17577	TS20	TS28	spinal cord meninges	EMAPA:17804	TS28	TS21
spinal cord	EMAPA:17577	TS20	TS28	spinal cord lateral wall	EMAPA:17579	TS28	TS20
spinal cord	EMAPA:17577	TS20	TS28	spinal cord vascular element	EMAPA:35793	TS20	TS20
spinal cord	EMAPA:17577	TS20	TS28	conus medullaris	EMAPA:18219	TS26	TS22
spinal cord	EMAPA:17577	TS20	TS28	spinal cord white matter	EMAPA:35795	TS28	TS27
spinal cord grey matter	EMAPA:35792	TS27	TS28	spinal cord ventral horn	EMAPA:35794	TS28	TS27
spinal cord grey matter	EMAPA:35792	TS27	TS28	spinal cord dorsal horn	EMAPA:35790	TS28	TS27
spinal cord grey matter	EMAPA:35792	TS27	TS28	spinal cord intermediate grey	EMAPA:35691	TS28	TS27
spinal cord lateral wall	EMAPA:17579	TS20	TS28	spinal cord mantle layer	EMAPA:17580	TS26	TS20
spinal cord lateral wall	EMAPA:17579	TS20	TS28	spinal cord marginal layer	EMAPA:17583	TS28	TS20
spinal cord lateral wall	EMAPA:17579	TS20	TS28	spinal cord ventricular layer	EMAPA:17585	TS26	TS20
spinal cord lateral wall	EMAPA:17579	TS20	TS28	spinal cord sulcus limitans	EMAPA:17584	TS26	TS20
spinal cord mantle layer	EMAPA:17580	TS20	TS26	basal columns	EMAPA:17582	TS26	TS20
spinal cord mantle layer	EMAPA:17580	TS20	TS26	intermediate grey horn	EMAPA:18576	TS26	TS23
spinal cord mantle layer	EMAPA:17580	TS20	TS26	alar columns	EMAPA:17581	TS26	TS20
spinal cord meninges	EMAPA:17804	TS21	TS28	spinal cord dura mater	EMAPA:17806	TS28	TS21
spinal cord meninges	EMAPA:17804	TS21	TS28	spinal cord pia mater	EMAPA:17807	TS28	TS21
spinal cord meninges	EMAPA:17804	TS21	TS28	spinal cord arachnoid mater	EMAPA:17805	TS28	TS21
spinal ganglion	EMAPA:16667	TS15	TS28	dorsal root ganglion	EMAPA:16668	TS28	TS15
spinal nerve	EMAPA:16989	TS17	TS28	intercostal nerve	EMAPA:18227	TS28	TS22
spinal nerve	EMAPA:16989	TS17	TS28	accessory XI nerve	EMAPA:17265	TS28	TS18
spinal nerve	EMAPA:16989	TS17	TS28	segmental spinal nerve	EMAPA:16990	TS28	TS17
spinal nerve	EMAPA:16989	TS17	TS28	phrenic nerve	EMAPA:17813	TS28	TS21
spinal nerve plexus	EMAPA:16987	TS17	TS28	brachial plexus	EMAPA:16988	TS28	TS17
spinal nerve plexus	EMAPA:16987	TS17	TS28	lumbosacral plexus	EMAPA:17587	TS28	TS20
spiral organ of Corti	EMAPA:19151	TS25	TS28	reticular lamina	EMAPA:35735	TS28	TS28
spiral sulcus	EMAPA:35800	TS27	TS28	internal spiral sulcus	EMAPA:35438	TS28	TS27
spiral sulcus	EMAPA:35800	TS27	TS28	external spiral sulcus	EMAPA:35332	TS28	TS27
spleen	EMAPA:18767	TS24	TS28	spleen trabeculum	EMAPA:35808	TS28	TS27
spleen	EMAPA:18767	TS24	TS28	spleen medullary region	EMAPA:19304	TS26	TS26
spleen	EMAPA:18767	TS24	TS28	spleen capsule	EMAPA:35802	TS28	TS27
spleen	EMAPA:18767	TS24	TS28	spleen smooth muscle	EMAPA:35807	TS28	TS28
spleen	EMAPA:18767	TS24	TS28	spleen hilum	EMAPA:19303	TS28	TS26
spleen	EMAPA:18767	TS24	TS28	spleen pulp	EMAPA:35805	TS28	TS27
spleen pulp	EMAPA:35805	TS27	TS28	spleen white pulp	EMAPA:35809	TS28	TS27
spleen pulp	EMAPA:35805	TS27	TS28	spleen red pulp	EMAPA:35806	TS28	TS27
spleen white pulp	EMAPA:35809	TS27	TS28	spleen germinal center	EMAPA:35803	TS28	TS28
spleen white pulp	EMAPA:35809	TS27	TS28	spleen lymphoid follicle	EMAPA:35804	TS28	TS28
